18 
119 
1 
32 
4 8 
366.279999 77.000000 0.000000 364.160004 81.315002 0.000000 364.160004 81.315002 4.250000 366.279999 77.000000 4.250000 
366.279999 77.000000 4.250000 364.160004 81.315002 4.250000 364.160004 81.315002 8.500000 366.279999 77.000000 8.500000 
366.279999 77.000000 8.500000 364.160004 81.315002 8.500000 364.160004 81.315002 12.750000 366.279999 77.000000 12.750000 
366.279999 77.000000 12.750000 364.160004 81.315002 12.750000 364.160004 81.315002 17.000000 366.279999 77.000000 17.000000 
366.279999 77.000000 17.000000 364.160004 81.315002 17.000000 364.160004 81.315002 21.250000 366.279999 77.000000 21.250000 
366.279999 77.000000 21.250000 364.160004 81.315002 21.250000 364.160004 81.315002 25.500000 366.279999 77.000000 25.500000 
366.279999 77.000000 25.500000 364.160004 81.315002 25.500000 364.160004 81.315002 29.750000 366.279999 77.000000 29.750000 
366.279999 77.000000 29.750000 364.160004 81.315002 29.750000 364.160004 81.315002 34.000000 366.279999 77.000000 34.000000 
364.160004 81.315002 0.000000 362.040009 85.629997 0.000000 362.040009 85.629997 4.250000 364.160004 81.315002 4.250000 
364.160004 81.315002 4.250000 362.040009 85.629997 4.250000 362.040009 85.629997 8.500000 364.160004 81.315002 8.500000 
364.160004 81.315002 8.500000 362.040009 85.629997 8.500000 362.040009 85.629997 12.750000 364.160004 81.315002 12.750000 
364.160004 81.315002 12.750000 362.040009 85.629997 12.750000 362.040009 85.629997 17.000000 364.160004 81.315002 17.000000 
364.160004 81.315002 17.000000 362.040009 85.629997 17.000000 362.040009 85.629997 21.250000 364.160004 81.315002 21.250000 
364.160004 81.315002 21.250000 362.040009 85.629997 21.250000 362.040009 85.629997 25.500000 364.160004 81.315002 25.500000 
364.160004 81.315002 25.500000 362.040009 85.629997 25.500000 362.040009 85.629997 29.750000 364.160004 81.315002 29.750000 
364.160004 81.315002 29.750000 362.040009 85.629997 29.750000 362.040009 85.629997 34.000000 364.160004 81.315002 34.000000 
362.040009 85.629997 0.000000 359.920013 89.945000 0.000000 359.920013 89.945000 4.250000 362.040009 85.629997 4.250000 
362.040009 85.629997 4.250000 359.920013 89.945000 4.250000 359.920013 89.945000 8.500000 362.040009 85.629997 8.500000 
